,mu1,lam1,mu2,sigma2,w1,w2,Target,Stimulation
0,0.05240804823081905,0.02610158337883611,0.0471250347223155,0.06957186349801053,0.5601783644364984,0.4398216355635015,0.0,1.0
0,0.049497374535377885,0.02804555414052608,0.05647832296356399,0.062337166614249276,0.5911366404191706,0.40886335958082937,0.0,1.0
0,0.05282471002725058,0.026410102098621126,0.02355476567879855,0.08351200376753469,0.5020745079914847,0.4979254920085152,0.0,1.0
0,0.05542363417456841,0.026887738036455933,0.05009987364500501,0.06391358531610312,0.5309546450593596,0.4690453549406403,0.0,1.0
0,0.04897193102843092,0.025406712621048183,0.04121209991316666,0.07104303455417779,0.5935425824469417,0.4064574175530583,0.0,1.0
0,0.053738211925692406,0.027783235963001026,0.05136308643141614,0.05849019571724036,0.5762486678352451,0.42375133216475497,0.0,1.0
0,0.04270503036102645,0.025753916528348828,0.00017452031963915995,0.07600372766821109,0.5289743844065693,0.4710256155934308,0.0,1.0
0,0.045071606260969226,0.025296268355517074,0.05377052295374777,0.051706637954582184,0.6085095202729334,0.3914904797270665,0.0,1.0
0,0.0335004260848371,0.022871111939382394,0.048322443416367614,0.03665382962774142,0.6842569547286858,0.3157430452713143,0.0,1.0
0,0.038120362706070166,0.023937634526929336,0.050391188501933,0.05302107940477968,0.6498126718700451,0.35018732812995473,0.0,1.0
0,0.0352282836574575,0.02390669146758649,0.04997268467862129,0.03463674383128315,0.7120824503177082,0.2879175496822917,0.0,1.0
0,0.03560319446747283,0.024969777440903174,3.6961241819998715e-07,0.066500895397704,0.6262709897192636,0.37372901028073635,0.0,1.0
0,0.03790363634450194,0.024320664793931943,0.05305164525484706,0.03364644502120838,0.7183543829963177,0.28164561700368224,0.0,1.0
0,0.04506640371343613,0.027272194518185067,9.774240711266818e-05,0.07723445631161505,0.5328472665648306,0.4671527334351695,0.0,1.0
